20230601 033300;1.067230;1.067270;1.066980;1.067010;0
20230601 033400;1.067020;1.067020;1.066710;1.066840;0
20230601 033500;1.066830;1.067110;1.066800;1.067050;0
20230601 033600;1.067040;1.067040;1.066810;1.066840;0
20230601 033700;1.066830;1.066830;1.066630;1.066830;0
20230601 033800;1.066820;1.066930;1.066790;1.066790;0
20230601 033900;1.066780;1.066780;1.066500;1.066630;0
20230601 034000;1.066620;1.066660;1.066420;1.066430;0
20230601 034100;1.066420;1.066540;1.066370;1.066480;0
20230601 034200;1.066480;1.066510;1.066390;1.066470;0
20230601 034300;1.066490;1.066490;1.066170;1.066350;0
20230601 034400;1.066350;1.066400;1.066180;1.066290;0
20230601 034500;1.066280;1.066590;1.066280;1.066530;0
20230601 034600;1.066550;1.066750;1.066480;1.066700;0
20230601 034700;1.066700;1.066700;1.066500;1.066690;0
20230601 034800;1.066690;1.066850;1.066560;1.066590;0
20230601 034900;1.066610;1.066650;1.066580;1.066630;0
20230601 035000;1.066630;1.066730;1.066510;1.066560;0
20230601 035100;1.066540;1.066600;1.066520;1.066560;0
20230601 035200;1.066570;1.066720;1.066550;1.066550;0
20230601 035300;1.066480;1.066510;1.066360;1.066410;0
20230601 035400;1.066410;1.066530;1.066400;1.066520;0
20230601 035500;1.066530;1.066650;1.066430;1.066440;0
20230601 035600;1.066440;1.066540;1.066350;1.066540;0
20230601 035700;1.066540;1.066800;1.066460;1.066780;0
20230601 035800;1.066770;1.066870;1.066660;1.066690;0
20230601 035900;1.066700;1.067030;1.066690;1.067010;0
20230601 040000;1.067000;1.067020;1.066930;1.066950;0
20230601 040100;1.066940;1.067000;1.066660;1.066720;0
20230601 040200;1.066710;1.066780;1.066600;1.066650;0
20230601 040300;1.066640;1.066650;1.066450;1.066460;0
20230601 040400;1.066460;1.066670;1.066450;1.066550;0
20230601 040500;1.066540;1.066740;1.066510;1.066620;0
20230601 040600;1.066630;1.066860;1.066570;1.066680;0
20230601 040700;1.066680;1.066760;1.066620;1.066760;0
20230601 040800;1.066770;1.066840;1.066700;1.066720;0
20230601 040900;1.066720;1.066740;1.066590;1.066710;0
20230601 041000;1.066710;1.066890;1.066640;1.066870;0
20230601 041100;1.066870;1.067160;1.066850;1.067150;0
20230601 041200;1.067150;1.067210;1.067010;1.067010;0
20230601 041300;1.066990;1.067020;1.066890;1.066970;0
20230601 041400;1.067000;1.067020;1.066890;1.066950;0
20230601 041500;1.066950;1.067040;1.066860;1.066920;0
20230601 041600;1.066910;1.067260;1.066900;1.067260;0
20230601 041700;1.067280;1.067320;1.067180;1.067280;0
20230601 041800;1.067270;1.067460;1.067240;1.067410;0
20230601 041900;1.067410;1.067550;1.067400;1.067530;0
20230601 042000;1.067510;1.067570;1.067440;1.067450;0
20230601 042100;1.067450;1.067450;1.067160;1.067160;0
20230601 042200;1.067160;1.067290;1.067140;1.067260;0
20230601 042300;1.067270;1.067580;1.067270;1.067580;0
20230601 042400;1.067600;1.067600;1.067360;1.067510;0
20230601 042500;1.067500;1.067630;1.067470;1.067610;0
20230601 042600;1.067610;1.067640;1.067560;1.067560;0
20230601 042700;1.067550;1.067560;1.067500;1.067550;0
20230601 042800;1.067560;1.067580;1.067280;1.067550;0
20230601 042900;1.067550;1.067570;1.067440;1.067440;0
20230601 043000;1.067440;1.067500;1.067410;1.067430;0
20230601 043100;1.067430;1.067600;1.067430;1.067600;0
20230601 043200;1.067600;1.067600;1.067500;1.067600;0
20230601 043300;1.067600;1.067600;1.067490;1.067550;0
20230601 043400;1.067550;1.067590;1.067520;1.067520;0
20230601 043500;1.067530;1.067530;1.067250;1.067250;0
20230601 043600;1.067260;1.067550;1.067160;1.067550;0
20230601 043700;1.067570;1.067670;1.067570;1.067630;0
20230601 043800;1.067630;1.067720;1.067500;1.067500;0
20230601 043900;1.067500;1.067600;1.067490;1.067490;0
20230601 044000;1.067490;1.067760;1.067450;1.067760;0
20230601 044100;1.067770;1.067830;1.067760;1.067820;0
20230601 044200;1.067820;1.067860;1.067790;1.067850;0
20230601 044300;1.067890;1.067990;1.067890;1.067940;0
20230601 044400;1.067930;1.068050;1.067930;1.068040;0
20230601 044500;1.068030;1.068170;1.068030;1.068120;0
20230601 044600;1.068120;1.068240;1.068080;1.068210;0
20230601 044700;1.068210;1.068220;1.068140;1.068190;0
20230601 044800;1.068190;1.068240;1.068030;1.068040;0
20230601 044900;1.068020;1.068120;1.068010;1.068110;0
20230601 045000;1.068110;1.068220;1.068100;1.068110;0
20230601 045100;1.068120;1.068280;1.068120;1.068270;0
20230601 045200;1.068290;1.068400;1.068290;1.068350;0
20230601 045300;1.068360;1.068390;1.068270;1.068390;0
20230601 045400;1.068390;1.068490;1.068390;1.068490;0
20230601 045500;1.068480;1.068590;1.068480;1.068550;0
20230601 045600;1.068540;1.068550;1.068430;1.068510;0
20230601 045700;1.068520;1.068640;1.068460;1.068640;0
20230601 045800;1.068620;1.068680;1.068540;1.068550;0
20230601 045900;1.068560;1.068670;1.068500;1.068630;0
20230601 050000;1.068680;1.068690;1.068280;1.068290;0
20230601 050100;1.068280;1.068480;1.068280;1.068420;0
20230601 050200;1.068420;1.068560;1.068330;1.068530;0
20230601 050300;1.068520;1.068840;1.068490;1.068840;0
20230601 050400;1.068840;1.068950;1.068820;1.068820;0
20230601 050500;1.068810;1.068960;1.068800;1.068840;0
20230601 050600;1.068840;1.068900;1.068800;1.068870;0
20230601 050700;1.068870;1.068970;1.068870;1.068960;0
20230601 050800;1.068950;1.068960;1.068820;1.068850;0
20230601 050900;1.068850;1.069080;1.068830;1.069050;0
20230601 051000;1.069040;1.069050;1.068910;1.068990;0
20230601 051100;1.068990;1.069000;1.068770;1.068790;0
20230601 051200;1.068780;1.068970;1.068780;1.068920;0
20230601 051300;1.068930;1.068980;1.068900;1.068970;0
20230601 051400;1.068960;1.069080;1.068930;1.069080;0
20230601 051500;1.069070;1.069100;1.069000;1.069010;0
20230601 051600;1.069010;1.069180;1.068980;1.069180;0
20230601 051700;1.069180;1.069400;1.069180;1.069360;0
20230601 051800;1.069360;1.069450;1.069300;1.069310;0
20230601 051900;1.069310;1.069310;1.069090;1.069090;0
20230601 052000;1.069090;1.069150;1.068920;1.068950;0
20230601 052100;1.068940;1.068990;1.068930;1.068940;0
20230601 052200;1.068950;1.069100;1.068940;1.069100;0
20230601 052300;1.069090;1.069320;1.069070;1.069150;0
20230601 052400;1.069160;1.069160;1.068990;1.068990;0
20230601 052500;1.069010;1.069040;1.068980;1.069000;0
20230601 052600;1.068990;1.069000;1.068790;1.068820;0
20230601 052700;1.068830;1.068900;1.068800;1.068890;0
20230601 052800;1.068890;1.068930;1.068890;1.068920;0
20230601 052900;1.068950;1.069110;1.068950;1.069050;0
20230601 053000;1.069050;1.069160;1.069040;1.069140;0
20230601 053100;1.069150;1.069160;1.069000;1.069010;0
20230601 053200;1.069000;1.069050;1.068850;1.069000;0
20230601 053300;1.069040;1.069180;1.068900;1.069180;0
20230601 053400;1.069180;1.069310;1.069170;1.069250;0
20230601 053500;1.069240;1.069350;1.069230;1.069270;0
20230601 053600;1.069270;1.069310;1.069210;1.069260;0
20230601 053700;1.069260;1.069310;1.069250;1.069310;0
20230601 053800;1.069320;1.069320;1.069080;1.069110;0
20230601 053900;1.069120;1.069260;1.069110;1.069260;0
20230601 054000;1.069250;1.069310;1.069200;1.069200;0
20230601 054100;1.069210;1.069310;1.069200;1.069310;0
20230601 054200;1.069310;1.069440;1.069300;1.069390;0
20230601 054300;1.069390;1.069420;1.069320;1.069320;0
20230601 054400;1.069320;1.069470;1.069300;1.069470;0
20230601 054500;1.069470;1.069730;1.069450;1.069730;0
20230601 054600;1.069750;1.069770;1.069660;1.069660;0
20230601 054700;1.069670;1.069740;1.069650;1.069720;0
20230601 054800;1.069720;1.069870;1.069680;1.069860;0
20230601 054900;1.069860;1.069960;1.069760;1.069860;0
20230601 055000;1.069840;1.070040;1.069820;1.070020;0
20230601 055100;1.070030;1.070390;1.070020;1.070350;0
20230601 055200;1.070360;1.070420;1.070330;1.070380;0
20230601 055300;1.070370;1.070520;1.070360;1.070470;0
20230601 055400;1.070470;1.070500;1.070430;1.070430;0
20230601 055500;1.070430;1.070830;1.070410;1.070820;0
20230601 055600;1.070830;1.070880;1.070610;1.070680;0
20230601 055700;1.070680;1.070770;1.070470;1.070760;0
20230601 055800;1.070790;1.070960;1.070770;1.070950;0
20230601 055900;1.070960;1.070960;1.070810;1.070870;0
20230601 060000;1.070880;1.070970;1.070640;1.070890;0
20230601 060100;1.070900;1.070950;1.070600;1.070640;0
20230601 060200;1.070640;1.070890;1.070590;1.070850;0
20230601 060300;1.070860;1.070920;1.070640;1.070640;0
20230601 060400;1.070660;1.070760;1.070410;1.070490;0
20230601 060500;1.070510;1.070580;1.070440;1.070460;0
20230601 060600;1.070450;1.070460;1.070390;1.070460;0
20230601 060700;1.070460;1.070560;1.070430;1.070510;0
20230601 060800;1.070510;1.070610;1.070500;1.070520;0
20230601 060900;1.070510;1.070590;1.070410;1.070450;0
20230601 061000;1.070440;1.070490;1.070360;1.070360;0
20230601 061100;1.070350;1.070410;1.070340;1.070390;0
20230601 061200;1.070400;1.070460;1.070360;1.070370;0
20230601 061300;1.070360;1.070420;1.070280;1.070420;0
20230601 061400;1.070410;1.070420;1.070310;1.070330;0
20230601 061500;1.070320;1.070360;1.070300;1.070330;0
20230601 061600;1.070320;1.070330;1.070230;1.070290;0
20230601 061700;1.070300;1.070390;1.070270;1.070380;0
20230601 061800;1.070390;1.070450;1.070380;1.070390;0
20230601 061900;1.070400;1.070670;1.070370;1.070670;0
20230601 062000;1.070650;1.071220;1.070640;1.070950;0
20230601 062100;1.070940;1.071190;1.070900;1.071000;0
20230601 062200;1.071000;1.071040;1.070970;1.070980;0
20230601 062300;1.070980;1.071110;1.070970;1.071020;0
20230601 062400;1.071010;1.071030;1.070740;1.070800;0
20230601 062500;1.070800;1.070800;1.070420;1.070460;0
20230601 062600;1.070460;1.070460;1.070190;1.070200;0
20230601 062700;1.070210;1.070350;1.070050;1.070260;0
20230601 062800;1.070260;1.070490;1.070260;1.070420;0
20230601 062900;1.070470;1.070490;1.070410;1.070410;0
20230601 063000;1.070420;1.070850;1.070410;1.070820;0
20230601 063100;1.070820;1.070940;1.070640;1.070700;0
20230601 063200;1.070720;1.070810;1.070660;1.070730;0
20230601 063300;1.070720;1.070920;1.070690;1.070900;0
20230601 063400;1.070890;1.070890;1.070700;1.070710;0
20230601 063500;1.070700;1.070930;1.070690;1.070920;0
20230601 063600;1.070930;1.071070;1.070920;1.071050;0
20230601 063700;1.071050;1.071050;1.070890;1.070900;0
20230601 063800;1.070880;1.070980;1.070790;1.070790;0
20230601 063900;1.070800;1.070890;1.070790;1.070860;0
20230601 064000;1.070880;1.071050;1.070880;1.071040;0
20230601 064100;1.071050;1.071170;1.071010;1.071170;0
20230601 064200;1.071160;1.071240;1.071150;1.071230;0
20230601 064300;1.071230;1.071460;1.071230;1.071360;0
20230601 064400;1.071370;1.071460;1.071130;1.071180;0
20230601 064500;1.071180;1.071350;1.071120;1.071270;0
20230601 064600;1.071270;1.071340;1.071190;1.071340;0
20230601 064700;1.071330;1.071360;1.071240;1.071360;0
20230601 064800;1.071360;1.071380;1.071080;1.071080;0
20230601 064900;1.071090;1.071090;1.070930;1.070960;0
20230601 065000;1.070960;1.071190;1.070950;1.071180;0
20230601 065100;1.071180;1.071180;1.071060;1.071090;0
20230601 065200;1.071090;1.071090;1.070930;1.070950;0
20230601 065300;1.070930;1.070940;1.070900;1.070940;0
20230601 065400;1.070940;1.070950;1.070770;1.070780;0
20230601 065500;1.070790;1.070790;1.070690;1.070700;0
20230601 065600;1.070700;1.070850;1.070660;1.070820;0
20230601 065700;1.070820;1.070850;1.070680;1.070700;0
20230601 065800;1.070700;1.070750;1.070650;1.070740;0
20230601 065900;1.070750;1.070870;1.070710;1.070870;0
20230601 080000;1.070590;1.070720;1.070530;1.070650;0
20230601 080100;1.070640;1.070670;1.070510;1.070580;0
20230601 080200;1.070580;1.070580;1.070430;1.070430;0
20230601 080300;1.070440;1.070490;1.070380;1.070430;0
20230601 080400;1.070430;1.070480;1.070400;1.070430;0
20230601 080500;1.070390;1.070390;1.070210;1.070350;0
20230601 080600;1.070350;1.070360;1.070120;1.070120;0
20230601 080700;1.070120;1.070240;1.070050;1.070050;0
20230601 080800;1.070060;1.070120;1.069920;1.069940;0
20230601 080900;1.069930;1.069970;1.069670;1.069680;0
20230601 081000;1.069670;1.069760;1.069630;1.069750;0
20230601 081100;1.069750;1.069800;1.069630;1.069630;0
20230601 081200;1.069640;1.069660;1.069570;1.069630;0
20230601 081300;1.069620;1.069640;1.069510;1.069510;0
20230601 081400;1.069520;1.069620;1.069460;1.069550;0
20230601 081500;1.069600;1.070110;1.068480;1.068640;0
20230601 081600;1.068650;1.068970;1.068450;1.068910;0
20230601 081700;1.068890;1.068940;1.068490;1.068830;0
20230601 081800;1.068830;1.069300;1.068810;1.069040;0
20230601 081900;1.069060;1.069450;1.069030;1.069360;0
20230601 082000;1.069360;1.069360;1.068640;1.068700;0
20230601 082100;1.068710;1.068850;1.068610;1.068690;0
20230601 082200;1.068690;1.068940;1.068500;1.068800;0
20230601 082300;1.068790;1.068860;1.068600;1.068800;0
20230601 082400;1.068820;1.069130;1.068790;1.069120;0
20230601 082500;1.069120;1.069480;1.069110;1.069440;0
20230601 082600;1.069470;1.069780;1.069470;1.069610;0
20230601 082700;1.069600;1.069650;1.069510;1.069640;0
20230601 082800;1.069620;1.069640;1.069500;1.069630;0
20230601 082900;1.069640;1.069790;1.069260;1.069260;0
20230601 083000;1.069260;1.070310;1.069020;1.069890;0
20230601 083100;1.069920;1.070900;1.069920;1.070610;0
20230601 083200;1.070610;1.070800;1.070440;1.070660;0
20230601 083300;1.070640;1.070720;1.070260;1.070310;0
20230601 083400;1.070300;1.070410;1.070070;1.070210;0
20230601 083500;1.070210;1.070320;1.069910;1.070250;0
20230601 083600;1.070250;1.070290;1.070020;1.070050;0
20230601 083700;1.070060;1.070330;1.070040;1.070250;0
20230601 083800;1.070250;1.070430;1.070220;1.070320;0
20230601 083900;1.070320;1.070510;1.070240;1.070510;0
20230601 084000;1.070510;1.070540;1.069740;1.069860;0
20230601 084100;1.069890;1.070010;1.069780;1.069900;0
20230601 084200;1.069910;1.069910;1.069650;1.069800;0
20230601 084300;1.069800;1.069920;1.069650;1.069890;0
20230601 084400;1.069910;1.070420;1.069870;1.070200;0
20230601 084500;1.070200;1.070250;1.070090;1.070150;0
20230601 084600;1.070130;1.070370;1.070110;1.070360;0
20230601 084700;1.070370;1.070720;1.070300;1.070710;0
20230601 084800;1.070710;1.070750;1.070530;1.070610;0
20230601 084900;1.070620;1.070770;1.070600;1.070650;0
20230601 085000;1.070630;1.070930;1.070610;1.070870;0
20230601 085100;1.070860;1.070980;1.070830;1.070910;0
20230601 085200;1.070940;1.070950;1.070850;1.070860;0
